CLIENTNUM,Card_Category,Months_on_book
785328408,Blue,31
719873808,Blue,23
715528983,Blue,36
720254883,Blue,46
811980858,Blue,31
711330408,Blue,24
718465458,Blue,31
710616183,Blue,33
714580158,Blue,36
710798883,Blue,44
720511608,Blue,28
708913233,Blue,28
788038383,Blue,25
719905908,Blue,36
807044958,Blue,29
719514783,Blue,26
787643658,Blue,53
779138883,Blue,34
708173433,Blue,14
778401033,Blue,13
818375733,Blue,46
711048783,Blue,29
721415658,Blue,27
717961458,Blue,37
718563483,Blue,14
717128283,Blue,36
718068933,Blue,36
718623783,Blue,36
716565258,Blue,36
712505658,Blue,41
792565908,Blue,30
709267308,Blue,49
710035008,Blue,24
790082508,Blue,35
716866308,Blue,33
709707033,Blue,32
718346658,Blue,37
824157858,Blue,54
709735008,Blue,22
814593858,Blue,53
718416858,Blue,34
710307933,Blue,24
715870758,Blue,30
713819283,Blue,42
710424408,Blue,36
709493283,Blue,32
712489158,Blue,18
719013108,Blue,33
721178583,Blue,22
717769008,Blue,36
709986633,Blue,36
721062408,Blue,34
771349458,Blue,20
780557658,Blue,54
771441558,Blue,37
756409758,Blue,37
720009558,Gold,36
778885158,Blue,38
715543908,Blue,43
717591483,Blue,44
715042608,Blue,36
755959683,Blue,43
715367058,Blue,37
714573258,Blue,30
712281183,Blue,36
717670758,Blue,20
720666333,Blue,24
771556308,Blue,13
708931908,Blue,36
718894233,Blue,36
771544533,Blue,30
708927108,Blue,36
717831783,Blue,45
709288383,Blue,26
710813733,Silver,35
721084833,Silver,34
711258108,Blue,44
710149008,Blue,47
711902058,Blue,36
716757033,Blue,27
712688433,Blue,36
713203908,Blue,15
711772008,Blue,22
708799983,Blue,36
778882758,Blue,36
709157133,Blue,34
741344808,Blue,32
739692933,Blue,29
766429908,Blue,42
802087683,Blue,26
712491108,Blue,20
714767508,Blue,31
720376008,Blue,40
779126658,Blue,13
793222008,Blue,26
720812433,Blue,46
717623583,Blue,27
708878508,Blue,37
710043408,Blue,37
789079758,Blue,32
721311333,Blue,22
710749458,Blue,53
778275783,Blue,27
799498158,Blue,22
716334258,Blue,36
716075208,Blue,22
780276258,Blue,39
789282333,Blue,51
811571733,Blue,13
709429533,Blue,35
715247508,Blue,36
718784358,Blue,36
751450008,Blue,32
719227233,Blue,36
711050058,Blue,23
779040408,Blue,37
714024858,Blue,27
789849108,Blue,25
710391258,Blue,36
718830183,Blue,38
779696883,Blue,33
719249733,Blue,36
737971833,Blue,31
772468983,Blue,26
710990283,Blue,36
808750458,Blue,27
719692983,Blue,30
719125158,Silver,15
787509408,Blue,13
719206308,Blue,24
717141858,Blue,36
713172408,Blue,43
720314583,Blue,44
708347583,Blue,36
711006783,Blue,22
718274283,Blue,36
803977008,Blue,34
715216908,Blue,36
779611008,Blue,18
811467708,Blue,28
812597508,Blue,34
718651083,Blue,25
708577308,Blue,36
813990483,Blue,22
816319008,Blue,47
789627258,Blue,25
713346558,Blue,37
708744933,Blue,36
708828258,Blue,37
713511108,Blue,47
710208633,Blue,31
824165658,Blue,34
826513233,Blue,50
788789658,Blue,22
717837858,Blue,34
709382958,Blue,46
716253858,Blue,26
713725683,Blue,27
710364258,Blue,41
816033783,Blue,21
715065483,Blue,36
718751133,Blue,26
713983308,Blue,49
718418958,Blue,36
779367858,Blue,28
711285633,Blue,36
714974658,Blue,36
716374308,Blue,33
713416233,Blue,24
797643708,Blue,41
808292958,Blue,20
719831958,Blue,36
708860358,Blue,22
717385983,Blue,21
719049033,Blue,44
717581658,Blue,38
714347508,Blue,21
803833608,Silver,33
712576908,Blue,36
778511733,Blue,30
721464783,Blue,36
821179233,Blue,46
713126733,Blue,43
719688408,Silver,36
779811183,Blue,25
771086208,Blue,44
715217733,Blue,25
813752433,Blue,38
711876333,Blue,36
715256658,Blue,36
711329658,Blue,13
710227908,Blue,36
716362008,Blue,29
714939708,Blue,36
708083283,Blue,45
719431608,Blue,53
769411758,Blue,37
714248733,Blue,13
804481608,Blue,32
714631833,Blue,44
769751958,Blue,49
717999183,Blue,36
713075283,Blue,36
711561108,Blue,24
709854483,Blue,17
713630733,Blue,24
717599283,Blue,36
806407308,Blue,49
712730583,Blue,20
712142733,Blue,26
720153258,Blue,45
814086333,Blue,31
715524708,Silver,41
713307708,Blue,55
714069858,Blue,36
712789383,Blue,44
787983633,Blue,26
758583708,Blue,24
717130383,Blue,36
720770883,Blue,56
716797758,Blue,44
713835258,Blue,48
720677733,Silver,36
718587858,Blue,31
710263608,Blue,36
715055433,Blue,22
715498308,Blue,36
708099183,Blue,36
716452908,Blue,36
789959283,Blue,24
713536158,Blue,56
716750358,Blue,32
815299833,Blue,33
721003008,Blue,24
779883933,Blue,24
716612958,Blue,29
715859058,Blue,42
772031733,Blue,29
720668358,Blue,46
778708533,Blue,13
719649408,Blue,35
715457658,Blue,19
711934308,Blue,19
781326483,Blue,25
712557708,Blue,21
789187908,Blue,45
773297508,Blue,28
716529258,Blue,27
708242283,Blue,36
789247458,Blue,21
717100833,Blue,27
716870583,Blue,36
719999508,Blue,24
721236408,Blue,29
720122808,Silver,35
716882658,Blue,51
713734758,Blue,23
709085358,Blue,36
715785933,Blue,45
717159858,Blue,18
713259858,Blue,15
787516908,Blue,45
711145008,Blue,47
715013733,Blue,36
717098208,Blue,41
737982408,Blue,26
713216883,Blue,55
709361058,Blue,24
710312658,Blue,43
773383158,Blue,23
716053083,Blue,21
717667833,Blue,36
716998608,Blue,36
772086408,Blue,27
708597558,Blue,36
718011783,Blue,36
714360033,Blue,43
811005858,Blue,28
794485158,Blue,18
708513183,Blue,29
719353158,Blue,45
711436083,Blue,18
780374133,Blue,19
739117233,Blue,50
708486033,Blue,36
795237183,Blue,45
788788758,Blue,39
709635858,Blue,45
789701658,Blue,13
713484483,Silver,21
711954558,Blue,44
712655583,Blue,32
779686683,Blue,13
711226758,Blue,42
713241033,Blue,26
788754108,Blue,48
717013383,Blue,43
712634133,Blue,45
709537683,Blue,30
778627983,Blue,20
720241758,Blue,36
720814233,Blue,34
785080308,Blue,31
713358633,Blue,36
720392433,Blue,36
720282558,Silver,27
821370858,Blue,35
799249833,Blue,28
713016633,Blue,36
814471983,Blue,37
779612808,Blue,50
716692683,Blue,22
790145733,Silver,33
716038533,Blue,32
714421233,Blue,36
709783908,Blue,47
812788233,Blue,21
772452783,Blue,33
714002658,Blue,34
713464983,Blue,36
713910108,Blue,28
808169358,Blue,52
714013083,Blue,53
715381533,Blue,36
717678408,Blue,47
719143308,Blue,28
711509658,Blue,49
757481283,Blue,28
808681158,Blue,52
718867683,Blue,55
714618333,Blue,36
794562783,Blue,13
708208758,Blue,45
794504658,Blue,24
714772758,Blue,27
713830233,Blue,36
713577483,Blue,35
814513008,Blue,33
712765158,Blue,15
714411108,Blue,28
720231108,Blue,39
709035708,Blue,36
720662508,Blue,25
708623283,Blue,16
813247083,Blue,33
780078333,Blue,41
811915383,Blue,31
719818983,Blue,28
716349183,Blue,36
710067183,Blue,36
771234558,Blue,56
820288233,Blue,20
717511533,Blue,36
711642108,Blue,13
712495233,Blue,19
718484283,Blue,36
717413658,Blue,32
804668658,Blue,20
715934283,Blue,26
717499083,Blue,36
715279683,Blue,36
718971333,Blue,20
709219533,Blue,41
709150608,Blue,19
788259558,Blue,51
802464033,Blue,56
712757808,Blue,22
714457083,Blue,44
713413758,Blue,16
708741633,Blue,44
714043833,Blue,36
789577833,Blue,49
787570758,Blue,26
720371733,Blue,47
819117183,Blue,29
711776433,Blue,26
709583133,Blue,40
719521983,Blue,31
718415133,Blue,25
710594358,Silver,36
709730508,Blue,27
720462633,Blue,29
715005558,Blue,36
779993208,Blue,28
787543008,Blue,27
743265108,Blue,30
713770383,Blue,19
712392108,Blue,36
720145683,Blue,42
714832383,Gold,29
772706283,Blue,28
795920358,Blue,27
716277558,Blue,36
764776833,Blue,54
710795883,Blue,16
710428308,Blue,51
721096983,Blue,36
715760733,Blue,47
718227033,Blue,30
720610008,Blue,50
719517258,Blue,36
714111333,Blue,46
717551358,Blue,55
813573333,Blue,55
711709683,Blue,36
712902483,Blue,24
710893533,Blue,42
719883858,Blue,48
719628033,Blue,36
712043433,Blue,36
769095558,Blue,53
816094233,Blue,32
758417508,Blue,43
721234308,Blue,21
717138558,Blue,16
798120858,Blue,31
709997958,Blue,28
712617408,Blue,20
720158208,Blue,23
716548083,Blue,32
717631008,Blue,31
813964383,Blue,30
719952408,Blue,36
771028533,Silver,35
771823308,Blue,21
719854008,Blue,36
713998233,Blue,36
714746358,Blue,28
713574708,Blue,28
714753258,Blue,36
712004208,Blue,56
719621958,Blue,28
819610908,Blue,33
823948308,Blue,44
712064358,Blue,36
816013383,Blue,56
758765808,Blue,29
780881358,Silver,17
709422183,Blue,46
779951058,Blue,38
809941233,Blue,48
710844408,Blue,36
819002508,Blue,26
807141183,Blue,29
711119358,Blue,31
808273533,Blue,34
716297658,Blue,36
716532258,Blue,43
720540708,Blue,42
720904233,Blue,41
720863133,Blue,54
714957108,Blue,26
790102008,Blue,30
781933983,Blue,41
712643358,Blue,49
716686158,Blue,49
806894133,Blue,29
721344858,Blue,13
813230208,Blue,40
716835033,Blue,45
787500333,Blue,40
768582033,Blue,41
713992158,Blue,36
719916408,Blue,27
789433758,Blue,27
785011383,Blue,30
719283633,Blue,49
710816358,Blue,18
779653458,Blue,20
716382708,Blue,36
710387583,Blue,35
718772133,Blue,47
711224733,Blue,27
718360083,Blue,36
716102583,Blue,53
720673008,Blue,38
708459633,Blue,26
712868733,Blue,52
713790708,Blue,36
717648783,Blue,51
714709983,Blue,36
819409608,Blue,34
717585858,Blue,24
791856033,Blue,39
714474483,Blue,29
716448783,Blue,39
711065133,Blue,13
713769258,Blue,26
712288158,Blue,17
714130233,Blue,19
789127533,Blue,37
717038733,Blue,36
804840033,Blue,38
709363383,Blue,36
789760233,Blue,14
712058958,Blue,19
708295533,Blue,56
817686633,Blue,15
713738883,Blue,36
721310283,Blue,36
803132733,Blue,48
779852133,Silver,32
716210283,Blue,36
711615933,Blue,33
785311158,Blue,48
717267108,Blue,26
711636558,Blue,36
717504258,Blue,25
718242333,Blue,36
771844458,Blue,28
708892833,Blue,30
779465358,Blue,13
720191883,Blue,35
710934033,Blue,13
714473658,Blue,30
716569983,Blue,36
789833583,Blue,47
818923158,Blue,50
716596308,Blue,36
716620458,Blue,23
710251608,Blue,54
710633808,Blue,13
719318583,Blue,26
819202533,Blue,52
827360883,Blue,43
771196083,Blue,34
809962908,Blue,43
788965683,Blue,36
817142433,Blue,20
716993058,Blue,48
771040758,Silver,49
713309583,Blue,36
710273658,Blue,17
771429408,Blue,42
719452308,Blue,23
818908833,Blue,41
780998133,Blue,34
801726933,Blue,28
788474658,Blue,48
708438033,Blue,27
710562258,Blue,33
770764908,Blue,25
814776033,Blue,29
715057383,Blue,31
717970158,Blue,36
715168008,Blue,28
720802833,Blue,13
789370383,Blue,32
711782733,Blue,36
709000008,Blue,37
719381733,Blue,47
771169458,Blue,28
709974108,Blue,23
757024233,Blue,27
768928833,Blue,31
720504633,Blue,32
812441358,Blue,21
713287608,Blue,41
711357858,Blue,36
715478733,Blue,36
780382008,Silver,32
715749858,Blue,18
710951808,Blue,36
713469333,Blue,28
719243808,Blue,20
772202058,Blue,53
711346383,Blue,28
711405333,Blue,43
778407033,Blue,39
714862083,Blue,33
711199008,Blue,31
709858533,Blue,20
718627458,Blue,38
711816108,Blue,29
717105258,Blue,36
715822008,Blue,14
714971583,Blue,27
713663508,Blue,42
709025583,Blue,36
812809083,Blue,32
714073983,Blue,36
789297558,Blue,25
710375283,Blue,18
712189233,Blue,20
713767383,Blue,22
797414733,Blue,31
712452033,Blue,13
714151533,Blue,46
720440583,Blue,36
787494783,Blue,46
819966033,Blue,27
710297133,Blue,36
793355508,Blue,26
708580908,Blue,37
719826333,Blue,13
780689733,Blue,56
744764433,Blue,48
714902283,Blue,36
789309558,Blue,21
713188383,Blue,36
719506983,Blue,42
714804483,Blue,36
748503708,Blue,47
803587533,Blue,28
789777408,Blue,15
716811483,Blue,24
714118383,Blue,43
720532908,Blue,20
765055833,Blue,49
715310208,Blue,36
718577958,Blue,26
789167658,Blue,23
789987183,Blue,45
717730533,Blue,21
708668283,Blue,22
772360683,Blue,46
712500933,Blue,40
804867183,Blue,30
826068183,Blue,32
820044333,Blue,34
714211533,Blue,36
710287533,Blue,36
720603558,Blue,36
819258408,Blue,42
717664008,Blue,19
717437058,Silver,26
717327783,Blue,27
712887633,Blue,36
716129208,Blue,36
718037433,Blue,49
709839858,Blue,39
719686458,Blue,36
721434483,Blue,46
716096358,Blue,39
718244958,Blue,26
711315783,Blue,43
821296083,Blue,30
711562833,Blue,24
716447733,Blue,18
719591283,Blue,27
789911808,Blue,28
713195808,Blue,36
717866133,Blue,36
716670783,Blue,36
789197508,Blue,43
713108433,Blue,40
711403383,Blue,23
768212583,Blue,43
720181758,Blue,22
710632683,Blue,24
711836733,Blue,31
771183933,Blue,26
711327558,Blue,36
788971308,Blue,49
718950483,Blue,48
714278958,Blue,27
711817158,Blue,22
765824058,Blue,39
710109633,Blue,31
713643858,Blue,43
716399583,Blue,36
714516783,Silver,36
710490708,Blue,36
780662133,Blue,28
715389708,Blue,28
789607983,Blue,32
720171033,Blue,36
815104608,Blue,23
719660658,Blue,36
714159858,Blue,48
714225333,Blue,36
712204308,Blue,36
718468158,Blue,25
711575058,Blue,36
735417408,Blue,30
717171408,Blue,26
814312308,Blue,49
711786108,Blue,43
712905708,Blue,39
720050208,Blue,19
793952133,Blue,26
798140283,Blue,51
720427683,Blue,46
789970233,Blue,45
713893308,Blue,37
718843608,Blue,25
752085108,Blue,29
789435783,Blue,30
711032058,Silver,21
784719708,Blue,43
804663258,Blue,49
716900433,Blue,28
720909408,Blue,24
712187808,Blue,15
718428033,Blue,41
714892533,Blue,16
714985458,Blue,36
716647983,Blue,53
712340733,Blue,34
719293533,Blue,13
715257708,Blue,32
708331758,Silver,35
709501683,Blue,24
711692508,Blue,47
715612983,Blue,55
709674333,Blue,23
805522758,Blue,39
781013958,Blue,48
717495258,Blue,25
795052083,Blue,56
773389908,Blue,31
719320833,Blue,36
816843933,Blue,34
789196158,Blue,44
717930483,Blue,25
773442258,Blue,51
719872833,Blue,36
721491258,Blue,36
770575233,Blue,23
715800708,Blue,49
719996958,Blue,23
719889408,Blue,36
708811233,Blue,27
794627208,Blue,23
719020983,Blue,42
719131533,Blue,17
710449983,Blue,29
715651833,Blue,36
720714933,Blue,49
789170283,Blue,42
810201783,Blue,17
715517733,Silver,39
709042908,Blue,44
715023333,Blue,34
720801033,Blue,36
714345783,Blue,50
779209083,Blue,45
713972658,Blue,36
710782458,Blue,20
711142308,Blue,36
824789283,Blue,32
715187733,Blue,15
721014858,Blue,53
710363433,Blue,36
715479483,Blue,36
708243483,Blue,43
714770808,Blue,42
720626058,Blue,24
709185108,Blue,26
719596908,Blue,48
719273733,Blue,36
717348258,Blue,21
770882508,Blue,24
799026633,Blue,50
718777008,Blue,47
713352183,Blue,17
716128083,Blue,36
721288158,Blue,15
757881258,Blue,24
715843533,Blue,36
717234183,Blue,18
717260058,Blue,42
709710783,Blue,36
787284858,Blue,29
815845758,Blue,51
720639783,Silver,27
713331408,Blue,36
778693458,Blue,13
788610258,Blue,43
711173883,Blue,29
717628608,Blue,29
789261558,Blue,47
770647233,Blue,21
712826208,Blue,26
718181433,Blue,56
714460683,Blue,56
716460933,Blue,42
710787708,Blue,40
713800158,Blue,36
712551258,Blue,36
715379133,Blue,36
712091433,Silver,50
771756333,Blue,23
779895108,Blue,23
771976683,Blue,43
716800908,Blue,13
789413958,Blue,43
711574008,Blue,21
714138408,Blue,39
709334658,Blue,26
709564683,Blue,22
772292358,Blue,19
712933083,Blue,36
710497608,Blue,36
721443408,Blue,33
709149408,Blue,36
708446808,Blue,36
824192658,Blue,54
711625683,Blue,36
717487983,Blue,36
717301908,Blue,46
718435158,Blue,40
714797733,Blue,33
719213133,Blue,41
798962058,Blue,30
718970058,Blue,33
713021208,Silver,36
810856833,Blue,40
787868958,Blue,27
708161133,Blue,32
708174708,Blue,27
708735183,Blue,22
708445608,Blue,37
778943883,Blue,36
788810658,Blue,20
789050883,Blue,21
714531108,Blue,36
711635358,Blue,26
803648508,Blue,37
813200058,Blue,56
805261983,Blue,30
715206408,Blue,22
788684508,Blue,25
737933883,Blue,27
768655158,Blue,23
774437583,Blue,49
713104458,Blue,31
715462008,Blue,35
715366083,Blue,36
712322058,Blue,32
719737833,Blue,36
789530208,Blue,46
717885183,Blue,25
716244033,Blue,33
711614658,Blue,30
804598908,Blue,25
719161683,Blue,55
719327808,Blue,36
714038433,Blue,19
710129283,Blue,26
709367433,Blue,15
719729433,Blue,56
717192933,Blue,42
711734508,Blue,47
715153158,Blue,36
712149033,Blue,46
713901108,Blue,29
719415858,Blue,15
719385558,Blue,49
779528658,Blue,25
721508283,Blue,36
757753083,Silver,36
797753283,Blue,28
807523008,Blue,32
711416958,Blue,21
780865308,Blue,23
708423933,Blue,40
714321408,Blue,56
771852483,Blue,35
708185208,Blue,16
714920208,Blue,30
789952158,Blue,25
713237958,Blue,17
715956258,Blue,36
769196433,Blue,49
778942233,Blue,45
708651933,Blue,44
720467583,Blue,46
716549058,Blue,36
713533983,Blue,48
787463508,Blue,13
710256708,Blue,19
708980283,Blue,23
719484408,Blue,36
710023233,Blue,36
789101883,Blue,20
778381608,Blue,28
787492908,Blue,34
709932558,Blue,26
780219483,Blue,51
708590658,Blue,53
715143333,Blue,36
801048483,Blue,28
711913833,Blue,36
715413483,Blue,36
715750758,Blue,36
714062958,Blue,36
710458758,Blue,53
719494983,Blue,15
710586483,Blue,13
772637058,Blue,24
718229133,Blue,41
718423533,Blue,50
781089708,Blue,23
773082033,Blue,27
815288583,Blue,27
720431433,Blue,36
709164408,Blue,23
710567508,Blue,44
719427333,Blue,36
714765408,Blue,36
709785783,Blue,25
809290308,Blue,26
779598183,Blue,42
779783508,Blue,34
719568333,Silver,36
719207733,Blue,53
715533108,Blue,20
714816258,Blue,36
787573683,Blue,34
804310758,Blue,52
792912708,Silver,39
719078283,Blue,47
708620283,Blue,25
770985633,Blue,26
780094008,Blue,40
716420358,Blue,36
825756333,Blue,51
755273658,Blue,45
709096908,Blue,49
714840858,Blue,31
721205508,Blue,36
786493908,Silver,36
803963808,Blue,34
806170158,Gold,34
751469808,Blue,29
721055058,Blue,21
709794333,Blue,19
718361583,Blue,36
714327183,Blue,28
808909008,Blue,56
716207508,Blue,36
768965208,Blue,45
720185058,Blue,36
715220508,Blue,22
712112733,Blue,25
712298883,Blue,38
717813558,Blue,36
716823408,Blue,56
719089383,Blue,29
710039208,Blue,40
780237033,Blue,49
720986958,Blue,40
709473708,Blue,31
708593883,Blue,26
710241858,Blue,31
715392558,Blue,44
717399183,Blue,26
817925058,Blue,45
716029158,Blue,36
715043508,Blue,36
716610558,Blue,36
716768808,Blue,36
795810633,Blue,56
779925033,Blue,22
790225758,Blue,35
713879283,Blue,47
715968858,Blue,13
767687208,Blue,24
778728783,Blue,19
713637783,Blue,31
718162908,Blue,42
